photo,title,city,state,country,latitude,longitude
geotagged/GOPR1850.JPG,2,<a href=geotagged/GOPR1850.JPG target=_blank><img src =geotagged/thumb/GOPR1850.JPG width=200></a><br>45.6465-12.7931,Cycloscope Project,5,45.6465,12.7931
geotagged/GOPR1860.JPG,2,<a href=geotagged/GOPR1860.JPG target=_blank><img src =geotagged/thumb/GOPR1860.JPG width=200></a><br>45.6728-12.8105,Cycloscope Project,5,45.6728,12.8105
geotagged/GOPR1870.JPG,2,<a href=geotagged/GOPR1870.JPG target=_blank><img src =geotagged/thumb/GOPR1870.JPG width=200></a><br>45.6873-12.8446,Cycloscope Project,5,45.6873,12.8446
geotagged/GOPR1880.JPG,2,<a href=geotagged/GOPR1880.JPG target=_blank><img src =geotagged/thumb/GOPR1880.JPG width=200></a><br>45.7052-12.8715,Cycloscope Project,5,45.7052,12.8715
geotagged/GOPR1890.JPG,2,<a href=geotagged/GOPR1890.JPG target=_blank><img src =geotagged/thumb/GOPR1890.JPG width=200></a><br>45.7188-12.908,Cycloscope Project,5,45.7188,12.908
geotagged/GOPR1900.JPG,2,<a href=geotagged/GOPR1900.JPG target=_blank><img src =geotagged/thumb/GOPR1900.JPG width=200></a><br>45.7322-12.9528,Cycloscope Project,5,45.7322,12.9528
geotagged/GOPR1910.JPG,2,<a href=geotagged/GOPR1910.JPG target=_blank><img src =geotagged/thumb/GOPR1910.JPG width=200></a><br>45.7486-12.9929,Cycloscope Project,5,45.7486,12.9929
geotagged/GOPR1920.JPG,2,<a href=geotagged/GOPR1920.JPG target=_blank><img src =geotagged/thumb/GOPR1920.JPG width=200></a><br>45.7751-12.9963,Cycloscope Project,5,45.7751,12.9963
geotagged/GOPR1930.JPG,2,<a href=geotagged/GOPR1930.JPG target=_blank><img src =geotagged/thumb/GOPR1930.JPG width=200></a><br>45.7925-13.0197,Cycloscope Project,5,45.7925,13.0197
geotagged/GOPR1940.JPG,2,<a href=geotagged/GOPR1940.JPG target=_blank><img src =geotagged/thumb/GOPR1940.JPG width=200></a><br>45.8003-13.063,Cycloscope Project,5,45.8003,13.063
geotagged/GOPR1950.JPG,2,<a href=geotagged/GOPR1950.JPG target=_blank><img src =geotagged/thumb/GOPR1950.JPG width=200></a><br>45.8124-13.11,Cycloscope Project,5,45.8124,13.11
geotagged/GOPR1960.JPG,2,<a href=geotagged/GOPR1960.JPG target=_blank><img src =geotagged/thumb/GOPR1960.JPG width=200></a><br>45.8245-13.1532,Cycloscope Project,5,45.8245,13.1532
geotagged/GOPR1970.JPG,2,<a href=geotagged/GOPR1970.JPG target=_blank><img src =geotagged/thumb/GOPR1970.JPG width=200></a><br>45.8347-13.189,Cycloscope Project,5,45.8347,13.189
geotagged/GOPR1980.JPG,2,<a href=geotagged/GOPR1980.JPG target=_blank><img src =geotagged/thumb/GOPR1980.JPG width=200></a><br>45.8347-13.2136,Cycloscope Project,5,45.8347,13.2136
geotagged/GOPR1990.JPG,2,<a href=geotagged/GOPR1990.JPG target=_blank><img src =geotagged/thumb/GOPR1990.JPG width=200></a><br>45.8425-13.2147,Cycloscope Project,5,45.8425,13.2147
geotagged/GOPR2000.JPG,2,<a href=geotagged/GOPR2000.JPG target=_blank><img src =geotagged/thumb/GOPR2000.JPG width=200></a><br>45.8325-13.2189,Cycloscope Project,5,45.8325,13.2189
geotagged/GOPR2010.JPG,2,<a href=geotagged/GOPR2010.JPG target=_blank><img src =geotagged/thumb/GOPR2010.JPG width=200></a><br>45.8282-13.2527,Cycloscope Project,5,45.8282,13.2527
geotagged/GOPR2020.JPG,2,<a href=geotagged/GOPR2020.JPG target=_blank><img src =geotagged/thumb/GOPR2020.JPG width=200></a><br>45.8273-13.2975,Cycloscope Project,5,45.8273,13.2975
geotagged/GOPR2030.JPG,2,<a href=geotagged/GOPR2030.JPG target=_blank><img src =geotagged/thumb/GOPR2030.JPG width=200></a><br>45.8288-13.3334,Cycloscope Project,5,45.8288,13.3334
geotagged/GOPR2040.JPG,2,<a href=geotagged/GOPR2040.JPG target=_blank><img src =geotagged/thumb/GOPR2040.JPG width=200></a><br>45.8168-13.3417,Cycloscope Project,5,45.8168,13.3417
geotagged/GOPR2050.JPG,2,<a href=geotagged/GOPR2050.JPG target=_blank><img src =geotagged/thumb/GOPR2050.JPG width=200></a><br>45.8074-13.3723,Cycloscope Project,5,45.8074,13.3723
geotagged/GOPR2060.JPG,2,<a href=geotagged/GOPR2060.JPG target=_blank><img src =geotagged/thumb/GOPR2060.JPG width=200></a><br>45.8054-13.4133,Cycloscope Project,5,45.8054,13.4133
geotagged/GOPR2070.JPG,2,<a href=geotagged/GOPR2070.JPG target=_blank><img src =geotagged/thumb/GOPR2070.JPG width=200></a><br>45.8016-13.4537,Cycloscope Project,5,45.8016,13.4537
geotagged/GOPR2080.JPG,2,<a href=geotagged/GOPR2080.JPG target=_blank><img src =geotagged/thumb/GOPR2080.JPG width=200></a><br>45.8045-13.4985,Cycloscope Project,5,45.8045,13.4985
geotagged/GOPR2090.JPG,2,<a href=geotagged/GOPR2090.JPG target=_blank><img src =geotagged/thumb/GOPR2090.JPG width=200></a><br>45.807-13.536,Cycloscope Project,5,45.807,13.536
geotagged/GOPR2100.JPG,2,<a href=geotagged/GOPR2100.JPG target=_blank><img src =geotagged/thumb/GOPR2100.JPG width=200></a><br>45.8017-13.551,Cycloscope Project,5,45.8017,13.551
geotagged/GOPR2110.JPG,2,<a href=geotagged/GOPR2110.JPG target=_blank><img src =geotagged/thumb/GOPR2110.JPG width=200></a><br>45.7909-13.5876,Cycloscope Project,5,45.7909,13.5876
geotagged/GOPR2120.JPG,2,<a href=geotagged/GOPR2120.JPG target=_blank><img src =geotagged/thumb/GOPR2120.JPG width=200></a><br>45.7745-13.61,Cycloscope Project,5,45.7745,13.61
geotagged/GOPR2130.JPG,2,<a href=geotagged/GOPR2130.JPG target=_blank><img src =geotagged/thumb/GOPR2130.JPG width=200></a><br>45.7642-13.6392,Cycloscope Project,5,45.7642,13.6392
geotagged/GOPR2140.JPG,2,<a href=geotagged/GOPR2140.JPG target=_blank><img src =geotagged/thumb/GOPR2140.JPG width=200></a><br>45.7394-13.6757,Cycloscope Project,5,45.7394,13.6757
geotagged/GOPR2150.JPG,2,<a href=geotagged/GOPR2150.JPG target=_blank><img src =geotagged/thumb/GOPR2150.JPG width=200></a><br>45.7063-13.7162,Cycloscope Project,5,45.7063,13.7162
geotagged/GOPR2160.JPG,2,<a href=geotagged/GOPR2160.JPG target=_blank><img src =geotagged/thumb/GOPR2160.JPG width=200></a><br>45.6841-13.7503,Cycloscope Project,5,45.6841,13.7503
geotagged/GOPR2170.JPG,2,<a href=geotagged/GOPR2170.JPG target=_blank><img src =geotagged/thumb/GOPR2170.JPG width=200></a><br>45.6609-13.7707,Cycloscope Project,5,45.6609,13.7707
geotagged/GOPR2180.JPG,2,<a href=geotagged/GOPR2180.JPG target=_blank><img src =geotagged/thumb/GOPR2180.JPG width=200></a><br>45.6496-13.7767,Cycloscope Project,5,45.6496,13.7767
geotagged/GOPR2190.JPG,2,<a href=geotagged/GOPR2190.JPG target=_blank><img src =geotagged/thumb/GOPR2190.JPG width=200></a><br>45.642-13.7927,Cycloscope Project,5,45.642,13.7927
geotagged/GOPR2200.JPG,2,<a href=geotagged/GOPR2200.JPG target=_blank><img src =geotagged/thumb/GOPR2200.JPG width=200></a><br>45.641-13.8151,Cycloscope Project,5,45.641,13.8151
geotagged/GOPR2210.JPG,2,<a href=geotagged/GOPR2210.JPG target=_blank><img src =geotagged/thumb/GOPR2210.JPG width=200></a><br>45.6344-13.8346,Cycloscope Project,5,45.6344,13.8346
geotagged/GOPR2220.JPG,2,<a href=geotagged/GOPR2220.JPG target=_blank><img src =geotagged/thumb/GOPR2220.JPG width=200></a><br>45.636-13.8394,Cycloscope Project,5,45.636,13.8394
geotagged/GOPR2240.JPG,2,<a href=geotagged/GOPR2240.JPG target=_blank><img src =geotagged/thumb/GOPR2240.JPG width=200></a><br>45.6391-13.8498,Cycloscope Project,5,45.6391,13.8498
geotagged/GOPR2250.JPG,2,<a href=geotagged/GOPR2250.JPG target=_blank><img src =geotagged/thumb/GOPR2250.JPG width=200></a><br>45.6405-13.8584,Cycloscope Project,5,45.6405,13.8584
